
2025-08-28 12:51:50 [INFO] [PID:78684] ============================================================
2025-08-28 12:51:50 [INFO] [PID:78684] Production VAD (identity-preserving) starting
2025-08-28 12:51:50 [INFO] [PID:78684] Paths: in=data/<split>/<split>/wav/<spk>/*.wav | out=data/processed/vad_segments/<split>/<spk>/*.wav
2025-08-28 12:51:50 [INFO] [PID:78684] 16kHz | frame=30ms | merge_gap=0.5 | energy=adaptive@14pct
2025-08-28 12:51:50 [INFO] [PID:78684] ============================================================
2025-08-28 12:51:50 [INFO] [PID:78684] 
Processing TRAIN split: 174 speakers
2025-08-28 12:51:50 [INFO] [PID:78684] Configuration: min_segment_length=1.6s, energy_threshold=adaptive@14pct
2025-08-28 12:52:27 [INFO] [PID:82000] SSB0018: 422 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:92180] SSB0200: 0 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:82828] SSB0011: 1 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:68044] SSB0057: 2 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:34760] SSB0009: 1 segments | rejected_short=8, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:91092] SSB0149: 4 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:77548] SSB0016: 0 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:34760] SSB0273: 0 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:89556] SSB0012: 2 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:34760] SSB0299: 1 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:14 [INFO] [PID:93712] SSB0197: 6 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:82512] SSB0139: 2 segments | rejected_short=12, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:34760] SSB0309: 0 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:7088] SSB0145: 4 segments | rejected_short=13, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:82828] SSB0261: 3 segments | rejected_short=8, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:91092] SSB0287: 0 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:62504] SSB0241: 3 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:34760] SSB0323: 1 segments | rejected_short=4, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:77548] SSB0288: 2 segments | rejected_short=13, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:92180] SSB0246: 8 segments | rejected_short=15, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:82828] SSB0339: 2 segments | rejected_short=7, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:68044] SSB0267: 1 segments | rejected_short=21, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:91092] SSB0341: 3 segments | rejected_short=4, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:92180] SSB0375: 1 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:95112] SSB0112: 8 segments | rejected_short=23, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:68044] SSB0380: 0 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:89556] SSB0307: 4 segments | rejected_short=15, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:92180] SSB0385: 1 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:91092] SSB0382: 1 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:62504] SSB0342: 2 segments | rejected_short=10, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:82828] SSB0379: 3 segments | rejected_short=4, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:91092] SSB0415: 0 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:7088] SSB0338: 1 segments | rejected_short=18, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:82512] SSB0316: 0 segments | rejected_short=23, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:34760] SSB0354: 4 segments | rejected_short=12, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:91092] SSB0435: 0 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:95112] SSB0393: 2 segments | rejected_short=7, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:96492] SSB0043: 15 segments | rejected_short=27, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:93712] SSB0315: 0 segments | rejected_short=28, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:77548] SSB0366: 4 segments | rejected_short=12, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:94464] SSB0018: 8 segments | rejected_short=34, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:82512] SSB0482: 2 segments | rejected_short=4, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:15 [INFO] [PID:7088] SSB0470: 0 segments | rejected_short=8, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:95112] SSB0535: 4 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:34760] SSB0502: 3 segments | rejected_short=8, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:94464] SSB0570: 0 segments | rejected_short=7, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:62504] SSB0427: 2 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:89216] SSB0193: 9 segments | rejected_short=40, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:94464] SSB0599: 2 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:95112] SSB0590: 3 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:89556] SSB0395: 0 segments | rejected_short=24, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:34760] SSB0594: 0 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:96492] SSB0539: 1 segments | rejected_short=12, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:89556] SSB0609: 0 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:82512] SSB0578: 1 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:91092] SSB0534: 2 segments | rejected_short=16, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:34760] SSB0614: 0 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:89556] SSB0629: 1 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:82512] SSB0631: 1 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:68044] SSB0394: 1 segments | rejected_short=27, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:91092] SSB0632: 1 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:7088] SSB0588: 3 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:89556] SSB0668: 1 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:89216] SSB0603: 0 segments | rejected_short=10, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:89216] SSB0710: 0 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:93712] SSB0544: 9 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:94464] SSB0606: 0 segments | rejected_short=13, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:82512] SSB0671: 4 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:34760] SSB0666: 1 segments | rejected_short=9, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:62504] SSB0601: 4 segments | rejected_short=18, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:82512] SSB0720: 1 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:16 [INFO] [PID:95112] SSB0607: 11 segments | rejected_short=12, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:7088] SSB0700: 5 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:82828] SSB0434: 3 segments | rejected_short=44, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:82512] SSB0737: 1 segments | rejected_short=9, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:77548] SSB0565: 10 segments | rejected_short=31, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:82828] SSB0751: 1 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:34760] SSB0723: 2 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:82828] SSB0762: 0 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:82828] SSB0780: 2 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:96492] SSB0623: 8 segments | rejected_short=25, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:82512] SSB0758: 3 segments | rejected_short=10, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:96492] SSB0786: 2 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:92180] SSB0407: 23 segments | rejected_short=42, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:77548] SSB0760: 2 segments | rejected_short=13, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:82512] SSB0794: 1 segments | rejected_short=5, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:17 [INFO] [PID:34760] SSB0778: 2 segments | rejected_short=15, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:18 [INFO] [PID:82828] SSB0784: 7 segments | rejected_short=12, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:18 [INFO] [PID:95112] SSB0746: 16 segments | rejected_short=23, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:18 [INFO] [PID:68044] SSB0686: 2 segments | rejected_short=70, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:19 [INFO] [PID:68044] SSB0913: 2 segments | rejected_short=15, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:28 [INFO] [PID:68044] SSB0915: 173 segments | rejected_short=5, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:29 [INFO] [PID:68044] SSB0919: 4 segments | rejected_short=5, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:29 [INFO] [PID:68044] SSB0935: 0 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:30 [INFO] [PID:68044] SSB0966: 17 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:30 [INFO] [PID:82512] SSB0851: 253 segments | rejected_short=42, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:31 [INFO] [PID:68044] SSB0987: 3 segments | rejected_short=15, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:31 [INFO] [PID:96492] SSB0809: 269 segments | rejected_short=21, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:31 [INFO] [PID:77548] SSB0822: 251 segments | rejected_short=16, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:31 [INFO] [PID:92180] SSB0817: 255 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:32 [INFO] [PID:95112] SSB0887: 248 segments | rejected_short=8, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:32 [INFO] [PID:82828] SSB0871: 263 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:32 [INFO] [PID:82828] SSB1020: 4 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:32 [INFO] [PID:34760] SSB0863: 267 segments | rejected_short=9, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:35 [INFO] [PID:82828] SSB1024: 67 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:38 [INFO] [PID:89216] SSB0711: 436 segments | rejected_short=43, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:39 [INFO] [PID:89216] SSB1056: 11 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:39 [INFO] [PID:89556] SSB0702: 461 segments | rejected_short=28, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:39 [INFO] [PID:93712] SSB0716: 469 segments | rejected_short=17, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:39 [INFO] [PID:7088] SSB0749: 463 segments | rejected_short=18, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:39 [INFO] [PID:89556] SSB1072: 3 segments | rejected_short=4, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:39 [INFO] [PID:62504] SSB0736: 455 segments | rejected_short=34, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:39 [INFO] [PID:91092] SSB0693: 439 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:40 [INFO] [PID:7088] SSB1100: 11 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:40 [INFO] [PID:91092] SSB1115: 10 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:40 [INFO] [PID:7088] SSB1125: 0 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:41 [INFO] [PID:7088] SSB1131: 4 segments | rejected_short=9, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:41 [INFO] [PID:94464] SSB0717: 483 segments | rejected_short=15, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:42 [INFO] [PID:94464] SSB1136: 21 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:44 [INFO] [PID:68044] SSB0997: 263 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:45 [INFO] [PID:82512] SSB0993: 299 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:45 [INFO] [PID:92180] SSB1002: 261 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:46 [INFO] [PID:95112] SSB1008: 269 segments | rejected_short=22, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:46 [INFO] [PID:77548] SSB1001: 293 segments | rejected_short=15, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:47 [INFO] [PID:96492] SSB1000: 292 segments | rejected_short=17, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:48 [INFO] [PID:68044] SSB1161: 59 segments | rejected_short=5, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:48 [INFO] [PID:34760] SSB1050: 303 segments | rejected_short=5, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:49 [INFO] [PID:77548] SSB1203: 59 segments | rejected_short=7, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:49 [INFO] [PID:77548] SSB1218: 10 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:51 [INFO] [PID:82828] SSB1055: 301 segments | rejected_short=24, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:53 [INFO] [PID:89216] SSB1064: 288 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:54 [INFO] [PID:93712] SSB1091: 298 segments | rejected_short=30, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:55 [INFO] [PID:93712] SSB1253: 11 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:55 [INFO] [PID:89556] SSB1108: 288 segments | rejected_short=12, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:55 [INFO] [PID:82512] SSB1176: 194 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:56 [INFO] [PID:7088] SSB1135: 276 segments | rejected_short=9, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:56 [INFO] [PID:94464] SSB1138: 253 segments | rejected_short=72, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:56 [INFO] [PID:91092] SSB1126: 292 segments | rejected_short=9, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:58 [INFO] [PID:62504] SSB1110: 346 segments | rejected_short=8, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:59 [INFO] [PID:95112] SSB1197: 252 segments | rejected_short=9, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:59 [INFO] [PID:92180] SSB1187: 262 segments | rejected_short=9, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:59 [INFO] [PID:96492] SSB1204: 217 segments | rejected_short=34, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:59 [INFO] [PID:34760] SSB1216: 206 segments | rejected_short=29, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:56:59 [INFO] [PID:68044] SSB1215: 236 segments | rejected_short=10, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:01 [INFO] [PID:62504] SSB1341: 43 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:03 [INFO] [PID:77548] SSB1219: 243 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:03 [INFO] [PID:92180] SSB1366: 66 segments | rejected_short=18, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:04 [INFO] [PID:82828] SSB1221: 237 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:07 [INFO] [PID:68044] SSB1383: 135 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:08 [INFO] [PID:89216] SSB1239: 279 segments | rejected_short=8, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:10 [INFO] [PID:89556] SSB1302: 272 segments | rejected_short=42, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:11 [INFO] [PID:93712] SSB1274: 302 segments | rejected_short=19, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:12 [INFO] [PID:77548] SSB1392: 174 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:13 [INFO] [PID:92180] SSB1393: 201 segments | rejected_short=8, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:13 [INFO] [PID:82828] SSB1399: 174 segments | rejected_short=8, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:14 [INFO] [PID:77548] SSB1448: 38 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:14 [INFO] [PID:82512] SSB1320: 368 segments | rejected_short=13, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:14 [INFO] [PID:77548] SSB1555: 1 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:14 [INFO] [PID:82512] SSB1563: 1 segments | rejected_short=3, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:14 [INFO] [PID:82512] SSB1585: 0 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:15 [INFO] [PID:77548] SSB1575: 6 segments | rejected_short=15, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:15 [INFO] [PID:7088] SSB1322: 358 segments | rejected_short=14, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:15 [INFO] [PID:82512] SSB1593: 0 segments | rejected_short=18, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:15 [INFO] [PID:82512] SSB1625: 5 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:16 [INFO] [PID:7088] SSB1624: 1 segments | rejected_short=16, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:16 [INFO] [PID:77548] SSB1607: 28 segments | rejected_short=6, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:16 [INFO] [PID:94464] SSB1328: 353 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:16 [INFO] [PID:91092] SSB1340: 337 segments | rejected_short=4, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:16 [INFO] [PID:95112] SSB1365: 333 segments | rejected_short=13, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:34760] SSB1382: 349 segments | rejected_short=22, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:7088] SSB1650: 25 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:91092] SSB1686: 19 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:77548] SSB1670: 19 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:62504] SSB1385: 319 segments | rejected_short=17, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:89216] SSB1408: 214 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:94464] SSB1684: 25 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:95112] SSB1699: 17 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:68044] SSB1402: 192 segments | rejected_short=11, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:17 [INFO] [PID:96492] SSB1377: 343 segments | rejected_short=16, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:18 [INFO] [PID:34760] SSB1711: 29 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:19 [INFO] [PID:34760] SSB1828: 3 segments | rejected_short=9, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:19 [INFO] [PID:93712] SSB1437: 178 segments | rejected_short=7, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:19 [INFO] [PID:93712] SSB1832: 0 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:19 [INFO] [PID:89556] SSB1431: 180 segments | rejected_short=4, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:20 [INFO] [PID:93712] SSB1837: 12 segments | rejected_short=2, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:21 [INFO] [PID:93712] SSB1863: 5 segments | rejected_short=37, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:22 [INFO] [PID:92180] SSB1452: 173 segments | rejected_short=13, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:23 [INFO] [PID:82828] SSB1457: 191 segments | rejected_short=4, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:25 [INFO] [PID:82512] SSB1630: 171 segments | rejected_short=10, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:25 [INFO] [PID:89216] SSB1781: 212 segments | rejected_short=7, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:26 [INFO] [PID:94464] SSB1782: 204 segments | rejected_short=1, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:26 [INFO] [PID:62504] SSB1759: 205 segments | rejected_short=18, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:27 [INFO] [PID:62504] SSB1939: 2 segments | rejected_short=13, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:27 [INFO] [PID:91092] SSB1739: 197 segments | rejected_short=7, rejected_energy=0, skipped=0 | preproc_fail=0
2025-08-28 12:57:27 [INFO] [PID:34760] SSB1831: 140 segments | rejected_short=0, rejected_energy=0, skipped=0 | preproc_fail=0
